iter	MAE
1513	0.1064007647
1514	0.106391596
1515	0.1063822515
1516	0.1063738076
1517	0.1063678252
1518	0.106360936
1519	0.1063577002
1520	0.1063541465
1521	0.1063490305
1522	0.106232978
1523	0.106230521
1524	0.1062203734
1525	0.1061388244
1526	0.1061281902
1527	0.1061238564
1528	0.1061198421
1529	0.1061156577
1530	0.1060816131
1531	0.1060780397
1532	0.106072624
1533	0.1060641352
1534	0.1060613114
1535	0.1060553982
1536	0.1060470332
1537	0.1060420616
1538	0.105951971
1539	0.1059418622
1540	0.1059378636
1541	0.105930234
1542	0.105910024
1543	0.1059054698
1544	0.1059000767
1545	0.105896431
1546	0.1058891349
1547	0.105881415
1548	0.1058755926
1549	0.1058727394
1550	0.1058659492
1551	0.1058632369
1552	0.1058562417
1553	0.1058541348
1554	0.1058452447
1555	0.1058408212
1556	0.1058345265
1557	0.1058277094
1558	0.1058209122
1559	0.1058162408
1560	0.1058109319
1561	0.1057429711
1562	0.1057404119
1563	0.1057377876
1564	0.1057297239
1565	0.1056727738
1566	0.1056682498
1567	0.1056663723
1568	0.1056591969
1569	0.10565209
1570	0.1056485697
1571	0.1056452122
1572	0.1056434255
1573	0.1056082807
1574	0.105604237
1575	0.1055993663
1576	0.1055939204
1577	0.1055919084
1578	0.1055889121
1579	0.1054978214
1580	0.1054913016
1581	0.105489868
1582	0.1054878095
1583	0.1054856768
1584	0.1054773337
1585	0.1054710227
1586	0.1054389797
1587	0.105429326
1588	0.1054120358
1589	0.1054068913
1590	0.1053546726
1591	0.1053395682
1592	0.1053373822
1593	0.1053342471
1594	0.1053323818
1595	0.1053209666
1596	0.1052506437
1597	0.1052480439
1598	0.1052465858
1599	0.1052367532
1600	0.1051846662
1601	0.1051614465
1602	0.1051565177
1603	0.1051522191
1604	0.1051450891
1605	0.105131546
1606	0.1051254383
1607	0.1051203344
1608	0.1050393859
1609	0.1050347716
1610	0.1050313584
1611	0.1050280094
1612	0.1050000022
1613	0.1049975067
1614	0.104962777
1615	0.1049478403
1616	0.1049444128
1617	0.1049374582
1618	0.1048576879
1619	0.1048051465
1620	0.104801893
1621	0.1047698195
1622	0.1047640327
1623	0.1047618796
1624	0.1047538839
1625	0.1047451499
1626	0.1047201225
1627	0.1047121867
1628	0.1047084139
1629	0.1047037434
1630	0.1047000907
1631	0.1046761751
1632	0.1046671554
1633	0.1046584465
1634	0.1046526787
1635	0.1046476801
1636	0.1046441832
1637	0.104642079
1638	0.1046069234
1639	0.1045902407
1640	0.1045831196
1641	0.1045814155
1642	0.1045727277
1643	0.1045652582
1644	0.1045590298
1645	0.1045519436
1646	0.1045383877
1647	0.1045301073
1648	0.1045154595
1649	0.1045134703
1650	0.1044948587
1651	0.1044890778
1652	0.1044874604
1653	0.1044836179
1654	0.1044787923
1655	0.1044712102
1656	0.1044649846
1657	0.1044560807
1658	0.1044514106
1659	0.1044470162
1660	0.1044415672
1661	0.1044366375
1662	0.1044290441
1663	0.1044237555
1664	0.1044212442
1665	0.1044174215
1666	0.1044105263
1667	0.1044064479
1668	0.1043995643
1669	0.1043953018
1670	0.1043914778
1671	0.1043553584
1672	0.1043517295
1673	0.1043422805
1674	0.1043320597
1675	0.1043269722
1676	0.1043216608
1677	0.1043177272
1678	0.1043146957
1679	0.104312524
1680	0.1043100145
1681	0.1043033138
1682	0.1043007937
1683	0.1042978968
1684	0.1042912105
1685	0.1042875403
1686	0.1042818173
1687	0.1042776512
1688	0.1042730393
1689	0.1042703825
1690	0.1042681957
1691	0.1042631304
1692	0.1042522901
1693	0.1042401234
1694	0.1042335088
1695	0.104222746
1696	0.1042199034
1697	0.1042107272
1698	0.104206213
1699	0.1042025243
1700	0.1041391198
1701	0.1041247615
1702	0.1041109364
1703	0.1040558547
1704	0.1040518164
1705	0.1040488177
1706	0.1040286614
1707	0.1040221569
1708	0.1040178996
1709	0.1040128821
1710	0.1040101366
1711	0.1040051487
1712	0.1040028143
1713	0.1040008858
1714	0.1039934138
1715	0.1039896289
1716	0.1039821849
1717	0.1039769013
1718	0.1039729966
1719	0.1039685262
1720	0.1039621339
1721	0.103956055
1722	0.1039500958
1723	0.1039452412
1724	0.1039406008
1725	0.1039356142
1726	0.1038546213
1727	0.1037717786
1728	0.1037656737
1729	0.1037004727
1730	0.1036945808
1731	0.103687945
1732	0.1036791217
1733	0.1036755156
1734	0.1036639161
1735	0.1036606527
1736	0.1036566695
1737	0.1036525655
1738	0.1036474984
1739	0.1036427686
1740	0.1036344412
1741	0.1036269337
1742	0.1036248372
1743	0.1036212874
1744	0.1036180941
1745	0.1036159896
1746	0.1036115004
1747	0.1036064281
1748	0.1036029736
1749	0.1035984003
1750	0.1035921444
1751	0.1035897564
1752	0.1035879485
1753	0.1035772554
1754	0.1035739818
1755	0.1034848171
1756	0.1034451385
1757	0.1034394484
1758	0.1034378973
1759	0.103435173
1760	0.1034313096
1761	0.1034050116
1762	0.1033982268
1763	0.1033939226
1764	0.1033888682
1765	0.1033866184
1766	0.1033848081
1767	0.1033809588
1768	0.1033738703
1769	0.1033664355
1770	0.1033643055
1771	0.1033350088
1772	0.1033309226
1773	0.1033259653
1774	0.1033233153
1775	0.1033141397
1776	0.1033123606
1777	0.1033095484
1778	0.1033014281
1779	0.1032982694
1780	0.1032958309
1781	0.103292228
1782	0.1032893795
1783	0.1032873967
1784	0.1032805999
1785	0.1032761501
1786	0.1032734684
1787	0.103264536
1788	0.1032526161
1789	0.1031049492
1790	0.1030954091
1791	0.1030930936
1792	0.1030912424
1793	0.1030881841
1794	0.1030866471
1795	0.1029855057
1796	0.1029780941
1797	0.1029722024
1798	0.1029700191
1799	0.1029662315
1800	0.1029623813
1801	0.102956898
1802	0.1029495793
1803	0.102945488
1804	0.1029437388
1805	0.1029329903
1806	0.1029296054
1807	0.1029213151
1808	0.1029101121
1809	0.1029003958
1810	0.1028972431
1811	0.1028952306
1812	0.1028941626
1813	0.102885733
1814	0.102884539
1815	0.102882636
1816	0.1028792874
1817	0.1028769643
1818	0.1028713842
1819	0.1028694788
1820	0.1028597489
1821	0.1028548458
1822	0.1028493974
1823	0.1028382974
1824	0.102834657
1825	0.1028331024
1826	0.1028298678
1827	0.1028274031
1828	0.1028240228
1829	0.1028178116
1830	0.1028110337
1831	0.1028087013
1832	0.1027393431
1833	0.1027362831
1834	0.1027336062
1835	0.1027270817
1836	0.1027210914
1837	0.102714344
1838	0.1027100802
1839	0.1027074362
1840	0.1027057516
1841	0.1027024953
1842	0.1026940105
1843	0.1026907571
1844	0.1026838043
1845	0.1026816635
1846	0.1026778357
1847	0.1026716282
1848	0.102667675
1849	0.1026649157
1850	0.1026625996
1851	0.1026597361
1852	0.1026540608
1853	0.102651253
1854	0.1026484464
1855	0.1026454826
1856	0.1026425099
1857	0.1026394549
1858	0.1026367513
1859	0.102629855
1860	0.102618123
1861	0.1026152999
1862	0.1026105533
1863	0.1026033492
1864	0.1025988419
1865	0.1025970061
1866	0.1025910741
1867	0.1025824062
1868	0.1025790178
1869	0.1025777224
1870	0.1025696605
1871	0.102565511
1872	0.1025613585
1873	0.1025566163
1874	0.1025539474
1875	0.1025521217
1876	0.1025497446
1877	0.1025458831
1878	0.1025422553
1879	0.1025405957
1880	0.1024517719
1881	0.1024288236
1882	0.1024255711
1883	0.1024225798
1884	0.1023628433
1885	0.102357387
1886	0.1023521544
1887	0.1023497046
1888	0.1023435806
1889	0.1023421371
1890	0.1023397236
1891	0.1023354384
1892	0.1023329952
1893	0.1023103655
1894	0.1023038382
1895	0.1022989356
1896	0.1022912347
1897	0.1022786443
1898	0.1022722079
1899	0.1022689031
1900	0.1022657657
1901	0.1022609306
1902	0.1022582769
1903	0.1022570115
1904	0.1022558643
1905	0.1022452319
1906	0.1022408374
1907	0.1022392484
1908	0.102235543
1909	0.1022307458
1910	0.1022230309
1911	0.102221127
1912	0.1022139628
1913	0.1022105142
1914	0.1022082912
1915	0.1021894926
1916	0.102187437
1917	0.1021853795
1918	0.1021785916
1919	0.1021744866
1920	0.1021687309
1921	0.1021637667
1922	0.1021596449
1923	0.10215734
1924	0.1021546373
1925	0.1021521218
1926	0.1021497417
1927	0.1021435712
1928	0.1020860143
1929	0.1020835512
1930	0.1020806788
1931	0.102072925
1932	0.1020206472
1933	0.1020149529
1934	0.1020042026
1935	0.1019989532
1936	0.101954252
1937	0.1019527759
1938	0.1019492655
1939	0.1019469202
1940	0.1019452712
1941	0.1018882931
1942	0.1018813441
1943	0.1018788251
1944	0.1018773674
1945	0.1018753269
1946	0.1018717125
1947	0.1018677
1948	0.1018609031
1949	0.1018556255
1950	0.1018463961
1951	0.1018395748
1952	0.1018325576
1953	0.1018319483
1954	0.1018250378
1955	0.101815126
1956	0.1018105082
1957	0.1018057119
1958	0.1018027903
1959	0.1017989752
1960	0.1017974903
1961	0.1017939033
1962	0.1017886791
1963	0.10177183
1964	0.1017688969
1965	0.101762529
1966	0.1017286734
1967	0.1017243587
1968	0.1016674078
1969	0.1016650857
1970	0.1016613519
1971	0.1016324948
1972	0.1016287145
1973	0.1016242612
1974	0.1016198848
1975	0.1016185831
1976	0.1016148925
1977	0.1016071235
1978	0.1015988296
1979	0.1015942877
1980	0.1015862381
1981	0.1015838019
1982	0.1015808803
1983	0.1015752904
1984	0.1015709181
1985	0.1014962669
1986	0.1014954815
1987	0.1014925427
1988	0.1014289013
1989	0.1014225024
1990	0.1014198765
1991	0.1014140812
1992	0.1014117066
1993	0.1014092501
1994	0.1014066049
1995	0.1014034851
1996	0.1013993462
1997	0.1013956405
1998	0.1013928429
1999	0.1013886637
2000	0.1013819806
2001	0.1013755522
2002	0.1013731516
2003	0.1013693782
2004	0.1013662085
2005	0.1013474991
2006	0.1013438059
2007	0.1013410912
2008	0.1013371243
2009	0.1013318847
2010	0.1013273589
2011	0.1013235277
2012	0.1013224395
2013	0.1013201575
2014	0.1013182064
2015	0.101312791
2016	0.1013111082
2017	0.1013041102
2018	0.101254674
2019	0.1012500732
2020	0.1012453615
2021	0.1011718773
2022	0.1011672115
2023	0.1011638746
2024	0.1011547466
2025	0.1011496462
2026	0.1011471132
2027	0.1011385593
2028	0.1011360217
2029	0.1011337194
2030	0.10112892
2031	0.1011265027
2032	0.1011252583
2033	0.1011209334
2034	0.1011128336
2035	0.1011071373
2036	0.1011044214
2037	0.1011016388
2038	0.1011007865
2039	0.1010982166
2040	0.101094553
2041	0.1010737829
2042	0.1010697862
2043	0.1010648847
2044	0.1010614077
2045	0.1010555491
2046	0.1010524194
2047	0.1010456636
2048	0.1010392186
2049	0.1010323861
2050	0.1010264455
2051	0.1010148313
2052	0.1010125612
2053	0.101002695
2054	0.1010010604
2055	0.1009983499
2056	0.1009920988
2057	0.1009891105
2058	0.1009823596
2059	0.1009740147
2060	0.1009681853
2061	0.1009643339
2062	0.1009590889
2063	0.1009561329
2064	0.1009542438
2065	0.1009503728
2066	0.1009482271
2067	0.1009452304
2068	0.1009429564
2069	0.1008769824
2070	0.1008732729
2071	0.1008677567
2072	0.1008627159
2073	0.1008591854
2074	0.1008571644
2075	0.1008540977
2076	0.1008522795
2077	0.1008485006
2078	0.100845646
2079	0.1008400644
2080	0.1008304498
2081	0.1008246669
2082	0.1008211135
2083	0.1007401731
2084	0.1007347578
2085	0.1007101545
2086	0.1007062569
2087	0.1007005315
2088	0.1006970242
2089	0.1006937078
2090	0.1006910947
2091	0.1006881771
2092	0.1006855517
2093	0.1006811363
2094	0.1006723654
2095	0.1006666402
2096	0.1006627609
2097	0.1006602024
2098	0.1006577677
2099	0.1006505226
2100	0.1006483407
2101	0.1006437828
2102	0.1006362567
2103	0.1006341487
2104	0.1006295235
2105	0.1006258944
2106	0.1006100578
2107	0.1006029935
2108	0.100597814
2109	0.100591654
2110	0.1005829637
2111	0.1005555651
2112	0.1005511002
2113	0.1005492304
2114	0.1005439303
2115	0.1005417233
2116	0.1005348909
2117	0.1005316307
2118	0.100530192
2119	0.1005273039
2120	0.1005218892
2121	0.1005171389
2122	0.1005133937
2123	0.1005105443
2124	0.1005059585
2125	0.1005040097
2126	0.1005024302
2127	0.1004906601
2128	0.1004862157
2129	0.1003438266
2130	0.1003424761
2131	0.1003389835
2132	0.1003373906
2133	0.1002475594
2134	0.1002351746
2135	0.1002302929
2136	0.1002235108
2137	0.1002212186
2138	0.1002194672
2139	0.1002171251
2140	0.1002139738
2141	0.1002118395
2142	0.1002071078
2143	0.1002051586
2144	0.1002012288
2145	0.1001977141
2146	0.1001163505
2147	0.1001130128
2148	0.1001041274
2149	0.1001021264
2150	0.1000158501
2151	0.1000122755
2152	0.09999734502
2153	0.09999350783
2154	0.0999892767
2155	0.09998613425
2156	0.09998308263
2157	0.09998091475
2158	0.09997948015
2159	0.09997443848
2160	0.09996737102
2161	0.0999644218
2162	0.09995889121
2163	0.09995616747
2164	0.09995133307
2165	0.09994780968
2166	0.09994535044
2167	0.0999411003
2168	0.0999350272
2169	0.09992905001
2170	0.09987965492
2171	0.09987542563
2172	0.09987142731
2173	0.09986662569
2174	0.09986380241
2175	0.09986114985
2176	0.09985862991
2177	0.09985446497
2178	0.09985244921
2179	0.09984986704
2180	0.09983650968
2181	0.09983194757
2182	0.09982935833
2183	0.09982663437
2184	0.09982151055
2185	0.09981557034
2186	0.0998112687
2187	0.09980163451
2188	0.09979977366
2189	0.09979732974
2190	0.09972940099
2191	0.09972785567
2192	0.09971810442
2193	0.09971574925
2194	0.09971201263
2195	0.09971002706
2196	0.09968789201
2197	0.09968623018
2198	0.09967803199
2199	0.09967561506
2200	0.09967241719
2201	0.0996682095
2202	0.09966417581
2203	0.09965549021
2204	0.09965453093
2205	0.09957137919
2206	0.09956930105
2207	0.09956657059
2208	0.09956253206
2209	0.09955872597
2210	0.09955604225
2211	0.09955301155
2212	0.09954937566
2213	0.09954342169
2214	0.09954137514
2215	0.09953744142
2216	0.09953446366
2217	0.09952744904
2218	0.09952289249
2219	0.09951889772
2220	0.0995143144
2221	0.09950527563
2222	0.09949941851
2223	0.09949614753
2224	0.09949034217
2225	0.09948882474
2226	0.09948357299
2227	0.09948113294
2228	0.09947343469
2229	0.09947008899
2230	0.09937213409
2231	0.09937090964
2232	0.09936419865
2233	0.09936093103
2234	0.09935603283
2235	0.09935514184
2236	0.09934723948
2237	0.0993388388
2238	0.0993341255
2239	0.09932860375
2240	0.09932529006
2241	0.0993216083
2242	0.09932018404
2243	0.09931450188
2244	0.09930504568
2245	0.09929475576
2246	0.09928487908
2247	0.09927702475
2248	0.09926945854
2249	0.09926685469
2250	0.09926399869
2251	0.09926170769
2252	0.09926085661
2253	0.09925485322
2254	0.09924748184
2255	0.09924525919
2256	0.09924011412
2257	0.09923433614
2258	0.09923305678
2259	0.09922401512
2260	0.099219633
2261	0.09921373146
2262	0.09921082733
2263	0.09920788547
2264	0.0992054543
2265	0.0992037058
2266	0.09920155264
2267	0.09919394059
2268	0.0991906696
2269	0.09918781473
2270	0.09917772988
2271	0.0991752953
2272	0.09917309728
2273	0.09916971376
2274	0.09916310017
2275	0.09916105772
2276	0.09915773001
2277	0.09915540021
2278	0.09915352709
2279	0.09908100483
2280	0.09907856559
2281	0.09907292511
2282	0.09906845902
2283	0.09906619349
2284	0.099062122
2285	0.09905671024
2286	0.09904916517
2287	0.09904753869
2288	0.09904332595
2289	0.09903835673
2290	0.09903386354
2291	0.09903162392
2292	0.09902861094
2293	0.09902705867
2294	0.09902468325
2295	0.09902269263
2296	0.09902070107
2297	0.0990186505
2298	0.0990172335
2299	0.09901341537
2300	0.09901082243
2301	0.09891119256
2302	0.09890889179
2303	0.09890508617
2304	0.09890069798
2305	0.09889799972
2306	0.09889556764
2307	0.0988933284
2308	0.09888970628
2309	0.09888880463
2310	0.09888714951
2311	0.09888372778
2312	0.09888179552
2313	0.09887355044
2314	0.09887143507
2315	0.09886562749
2316	0.09886310981
2317	0.09885163117
2318	0.09884619919
2319	0.09884421296
2320	0.098842831
2321	0.09884007335
2322	0.09883650067
2323	0.09883310143
2324	0.09883092237
2325	0.09882832782
2326	0.09882594035
2327	0.09879480622
2328	0.09878905317
2329	0.09871070686
2330	0.09870821951
2331	0.09870506156
2332	0.09869747333
2333	0.09869574224
2334	0.09869295139
2335	0.09869053866
2336	0.09868674102
2337	0.09866478987
2338	0.09866194972
2339	0.09865987036
2340	0.09865774799
2341	0.09865616707
2342	0.09865400747
2343	0.09864726316
2344	0.09864536772
2345	0.09864153048
2346	0.09863599389
2347	0.09862177966
2348	0.09861550643
2349	0.09861336861
2350	0.09859471467
2351	0.09857826242
2352	0.09857323033
2353	0.09856707565
2354	0.09856343571
2355	0.09856244735
2356	0.09852390805
2357	0.09852336071
2358	0.09843164113
2359	0.09839534048
2360	0.09838960041
2361	0.0983866964
2362	0.09838381998
2363	0.09837861888
2364	0.09837401873
2365	0.09836953332
2366	0.09836550346
2367	0.09836141675
2368	0.09835952171
2369	0.09835183764
2370	0.09835036203
2371	0.09834592408
2372	0.09834290412
2373	0.09833326232
2374	0.09833002134
2375	0.09832353012
2376	0.09832035302
2377	0.09831822116
2378	0.09831479444
2379	0.09830865717
2380	0.09830259761
2381	0.09830076083
2382	0.09829254754
2383	0.0982890062
2384	0.09819763098
2385	0.0981939805
2386	0.098191544
2387	0.09818730377
2388	0.0981856323
2389	0.09817797227
2390	0.09817621366
2391	0.09817267181
2392	0.09816884554
2393	0.09816615641
2394	0.09814712438
2395	0.09814138198
2396	0.09812844015
2397	0.09812442753
2398	0.0981208773
2399	0.09811841007
2400	0.09811656322
2401	0.09810826024
2402	0.09805642109
2403	0.09804976523
2404	0.09804757148
2405	0.0980433065
2406	0.09803456586
2407	0.09802784752
2408	0.09802538879
2409	0.09802390017
2410	0.09802229505
2411	0.09802122977
2412	0.09801958522
2413	0.09795706801
2414	0.09788296258
2415	0.09788068205
2416	0.09787273471
2417	0.09781849847
2418	0.09781439152
2419	0.09781171577
2420	0.09780834643
2421	0.09780331348
2422	0.09780190323
2423	0.0977961373
2424	0.09779157594
2425	0.09778734162
2426	0.09777940192
2427	0.09777619805
2428	0.09776808082
2429	0.09776598076
2430	0.09770825479
2431	0.09770272613
2432	0.09769627335
2433	0.09763553039
2434	0.0976328599
2435	0.09762883487
2436	0.09758418473
2437	0.09758215227
2438	0.09757867805
2439	0.09757718418
2440	0.09757401211
2441	0.09757086453
2442	0.09756641806
2443	0.09756438447
2444	0.09756184871
2445	0.09755956443
2446	0.09755722224
2447	0.09755414108
2448	0.09754163456
2449	0.09753740832
2450	0.09752935964
2451	0.09748791623
2452	0.09745477752
2453	0.09745335272
2454	0.09744989871
2455	0.0974439693
2456	0.09740453665
2457	0.09740183348
2458	0.097324246
2459	0.09728686514
2460	0.09727728589
2461	0.09727477818
2462	0.097267554
2463	0.09726280972
2464	0.09718656542
2465	0.09717649063
2466	0.09717170534
2467	0.09716365506
2468	0.09715998217
2469	0.09715177245
2470	0.09714887021
2471	0.09713904443
2472	0.09707087839
2473	0.09706776777
2474	0.09706362061
2475	0.09705816397
2476	0.09705590563
2477	0.0970498942
2478	0.09704704663
2479	0.09704408619
2480	0.09703785628
2481	0.09702399693
2482	0.09702173395
2483	0.09701832258
2484	0.09701554203
2485	0.097012792
2486	0.09701002089
2487	0.09700678635
2488	0.09695035909
2489	0.09694839388
2490	0.09694488188
2491	0.09692097021
2492	0.09685192902
2493	0.09684850175
2494	0.09684118998
2495	0.09683786535
2496	0.09682979297
2497	0.09682775913
2498	0.09682149064
2499	0.09681082705
2500	0.09680414503
2501	0.09680091571
2502	0.09679573014
2503	0.09679427336
2504	0.09679169837
2505	0.09678768264
2506	0.09678143158
2507	0.09677748209
2508	0.09675531672
2509	0.09675289611
2510	0.0966882764
2511	0.09668543364
2512	0.09668303118
2513	0.09667737332
2514	0.09667056978
2515	0.0966656154
2516	0.0966617085
2517	0.09665968129
2518	0.09665765259
2519	0.0966552119
2520	0.09665250538
2521	0.0966491526
2522	0.09664327841
2523	0.09663654655
2524	0.09663175056
2525	0.09662903495
2526	0.09662639541
2527	0.09662276058
2528	0.09662023495
2529	0.09661676917
2530	0.09661095043
2531	0.09660476164
2532	0.09660301689
2533	0.09659788242
2534	0.09659512323
2535	0.09659035076
2536	0.09658627015
2537	0.09658325726
2538	0.09657624214
2539	0.09657382974
2540	0.096568856
2541	0.09656526621
2542	0.09656293394
2543	0.09655876619
2544	0.09655501237
2545	0.09654697029
2546	0.09654082686
2547	0.09653682051
2548	0.09653213393
2549	0.09652812099
2550	0.09647942127
2551	0.09647636988
2552	0.09647279533
2553	0.09647018512
2554	0.0964684072
2555	0.09646108446
2556	0.0964549261
2557	0.09645238363
2558	0.09644330876
2559	0.0964410011
2560	0.09643723558
2561	0.09643344526
2562	0.09643114481
2563	0.09642892874
2564	0.0964248567
2565	0.09642272558
2566	0.09642157408
2567	0.09641976584
2568	0.09641854137
2569	0.09641721631
2570	0.09641523554
2571	0.0964086412
2572	0.0964052362
2573	0.09640353263
2574	0.09640088517
2575	0.09639817703
2576	0.09639602155
2577	0.09639329571
2578	0.0963895689
2579	0.09638703043
2580	0.09638546005
2581	0.09637886233
2582	0.0963755745
2583	0.09637240206
2584	0.09636742816
2585	0.09636417449
2586	0.09636212531
2587	0.09635747902
2588	0.09635531903
2589	0.09635191505
2590	0.09634771624
2591	0.09634390366
2592	0.09634279621
2593	0.09634010684
2594	0.09633781504
2595	0.09633461309
2596	0.09633222883
2597	0.0963287631
2598	0.09632311698
2599	0.09626614257
2600	0.09624754174
2601	0.0962080198
2602	0.09620613555
2603	0.09619570953
2604	0.09619292804
2605	0.09618433866
2606	0.0961819128
2607	0.09617971548
2608	0.09617599552
2609	0.09617214024
2610	0.09616330673
2611	0.09616139251
2612	0.09615554177
2613	0.09615453964
2614	0.09614949857
2615	0.09614824777
2616	0.09614250827
2617	0.09614075234
2618	0.09613863749
2619	0.09613163141
2620	0.09605644625
2621	0.09605342853
2622	0.09605057146
2623	0.0960468031
2624	0.09603938352
2625	0.09603427932
2626	0.09602810912
2627	0.09595981934
2628	0.09595537472
2629	0.09595275777
2630	0.09595129873
2631	0.09594877196
2632	0.09594506605
2633	0.0959378299
2634	0.09593649047
2635	0.09593454235
2636	0.0959301359
2637	0.09592705789
2638	0.09592417733
2639	0.09591962839
2640	0.09591627348
2641	0.09591497417
2642	0.0959115151
2643	0.0959095981
2644	0.09590235944
2645	0.09589932069
2646	0.0958924068
2647	0.09589035406
2648	0.09588703512
2649	0.09588563558
2650	0.09588288286
2651	0.0958802338
2652	0.09587814981
2653	0.0958756933
2654	0.09587295353
2655	0.09582480539
2656	0.09582134303
2657	0.0957758729
2658	0.09576995064
2659	0.09576816108
2660	0.09576661667
2661	0.09576465602
2662	0.09572757834
2663	0.0957234812
2664	0.09571851978
2665	0.09571500372
2666	0.09570912557
2667	0.09559570846
2668	0.09559322202
2669	0.09558931461
2670	0.09557114209
2671	0.09556643798
2672	0.09556178571
2673	0.09555440002
2674	0.09554951241
2675	0.09554809623
2676	0.09554541807
2677	0.0955392306
2678	0.09553278777
2679	0.09552555454
2680	0.09552300933
2681	0.09551597096
2682	0.09551263052
2683	0.09550842556
2684	0.09550468453
2685	0.09545843052
2686	0.09545649662
2687	0.09545458013
2688	0.09545233979
2689	0.09544887079
2690	0.09544431257
2691	0.09544212263
2692	0.09544028845
2693	0.09543663659
2694	0.09543437993
2695	0.09543035972
2696	0.09542767386
2697	0.09541989302
2698	0.09541218189
2699	0.09540627468
2700	0.09539847948
2701	0.09535474001
2702	0.09535249286
2703	0.09535041213
2704	0.09534651289
2705	0.09534365293
2706	0.09534017709
2707	0.09533870132
2708	0.09532346463
2709	0.09532170456
2710	0.09531994089
2711	0.09530977917
2712	0.09530643407
2713	0.09530052498
2714	0.09529850197
2715	0.09529531463
2716	0.09529323793
2717	0.09529046006
2718	0.09528823887
2719	0.09528612198
2720	0.09527923388
2721	0.09521345113
2722	0.09521072991
2723	0.09520929923
2724	0.09520732033
2725	0.0952035583
2726	0.0951867665
2727	0.09518565843
2728	0.09518244584
2729	0.09518030561
2730	0.09517736509
2731	0.09517327916
2732	0.09516929892
2733	0.09516715472
2734	0.09516219857
2735	0.09516088749
2736	0.09515857613
2737	0.09515655698
2738	0.0951537454
2739	0.09515136099
2740	0.09514738282
2741	0.09514349209
2742	0.09513887582
2743	0.09513760951
2744	0.09513264402
2745	0.09513015322
2746	0.09512365978
2747	0.0951219762
2748	0.09511905463
2749	0.09511706238
2750	0.09511480595
2751	0.09511291616
2752	0.09511028842
2753	0.09510739625
2754	0.09508849326
2755	0.09508190222
2756	0.09507833094
2757	0.09507552247
2758	0.09507397821
2759	0.09507364568
2760	0.09506872587
2761	0.09506350793
2762	0.09506015621
2763	0.09505898335
2764	0.09505480544
2765	0.095051873
2766	0.09504871902
2767	0.09502844385
2768	0.09502731572
2769	0.09502094073
2770	0.09501939411
2771	0.09501717325
2772	0.09501478838
2773	0.09500714891
2774	0.09500621903
2775	0.09500382813
2776	0.09495111197
2777	0.09494699252
2778	0.09494490856
2779	0.09494006462
2780	0.09493690385
2781	0.09493386951
2782	0.09492807368
2783	0.09492385667
2784	0.09492143295
2785	0.09491741814
2786	0.09491019858
2787	0.09490134937
2788	0.09489904319
2789	0.09489740163
2790	0.09489296075
2791	0.09489056845
2792	0.09488811395
2793	0.09488503574
2794	0.09488322574
2795	0.0948793387
2796	0.09482809546
2797	0.09482297333
2798	0.0948217441
2799	0.09480614586
2800	0.09480374558
2801	0.09480238967
2802	0.09480057035
2803	0.09479827101
2804	0.09479670864
2805	0.09479381781
2806	0.09478910004
2807	0.09478586048
2808	0.09478441042
2809	0.09476896744
2810	0.0947677473
2811	0.09476329442
2812	0.0947609338
2813	0.09475667723
2814	0.09475469045
2815	0.09475124768
2816	0.09474624923
2817	0.09474467658
2818	0.09474115758
2819	0.09473624875
2820	0.09473165272
2821	0.0947233309
2822	0.09472000389
2823	0.09471844168
2824	0.09471592543
2825	0.09471229763
2826	0.0947061569
2827	0.09470515545
2828	0.09468113962
2829	0.09467991964
2830	0.09467226595
2831	0.09466984212
2832	0.09466739733
2833	0.09466452973
2834	0.09466253883
2835	0.09465951583
2836	0.09465768893
2837	0.09465240897
2838	0.09464949247
2839	0.09464770826
2840	0.09464571083
2841	0.09464419251
2842	0.09464160803
2843	0.09463859558
2844	0.09463661398
2845	0.09463503118
2846	0.09463281468
2847	0.09463142398
2848	0.094628533
2849	0.09462533183
2850	0.09462329462
2851	0.09460019278
2852	0.09459736645
2853	0.09459454699
2854	0.09459277293
2855	0.09458942024
2856	0.09458799866
2857	0.09458677574
2858	0.0945841721
2859	0.09457077527
2860	0.09456715534
2861	0.09456524135
2862	0.09456169867
2863	0.09456043434
2864	0.09455642946
2865	0.09455314885
2866	0.09455042393
2867	0.0945475366
2868	0.0945444082
2869	0.09453707044
2870	0.09453059764
2871	0.09451922941
2872	0.09451729474
2873	0.09451219948
2874	0.09450996001
2875	0.09450781091
2876	0.09450549342
2877	0.0944996883
2878	0.09449793763
2879	0.0944948524
2880	0.09448798535
2881	0.09448530817
2882	0.09448014372
2883	0.09447737727
2884	0.09447446692
2885	0.09447196508
2886	0.09444684037
2887	0.09444037632
2888	0.09443408836
2889	0.09430244942
2890	0.0943001308
2891	0.09429791061
2892	0.09429480374
2893	0.09429342611
2894	0.09429222723
2895	0.09428787409
2896	0.0942848651
2897	0.09428112886
2898	0.09427002655
2899	0.09426778737
2900	0.0942652966
2901	0.09426098268
2902	0.09425791629
2903	0.09425760108
2904	0.09425556803
2905	0.09425401096
2906	0.0942480952
2907	0.09424658033
2908	0.09424409011
2909	0.09423940364
2910	0.09423842844
2911	0.09423431645
2912	0.09417452488
2913	0.09417238264
2914	0.09416769831
2915	0.09416492614
2916	0.0941611921
2917	0.09415849443
2918	0.09415668815
