iter	MAE
184	0.1541159748
185	0.1540026124
186	0.15392393
187	0.1536768384
188	0.1535682441
189	0.1534861336
190	0.1533457967
191	0.1532663993
192	0.1530290066
193	0.1529145064
194	0.152845921
195	0.1527317102
196	0.1526309811
197	0.1525376848
198	0.1524473675
199	0.1523945818
200	0.1523028061
201	0.1522388227
202	0.1521774372
203	0.1520735878
204	0.1519719868
205	0.1519105511
206	0.1518599488
207	0.151772681
208	0.1516474206
209	0.1513378136
210	0.1510378591
211	0.1507113727
212	0.1504141815
213	0.1501541891
214	0.1498593796
215	0.149600424
216	0.1493449891
217	0.1490773375
218	0.1488268523
219	0.1485887111
220	0.1483649828
221	0.1481355369
222	0.1479287832
223	0.1477257105
224	0.1475192773
225	0.1473148193
226	0.1471133523
227	0.1469291348
228	0.1467476193
229	0.1465623355
230	0.1463878183
231	0.1462110407
232	0.1460424413
233	0.1459577785
234	0.1457966749
235	0.1456535405
236	0.1455943389
237	0.1454411081
238	0.1452999209
239	0.1451571459
240	0.1450387635
241	0.1449563475
242	0.1448336125
243	0.1447162112
244	0.1445786497
245	0.1445320808
246	0.1444103959
247	0.1442898009
248	0.1441705998
249	0.1441207097
250	0.1440089536
251	0.1439645629
252	0.1438806352
253	0.1438369658
254	0.1437728558
255	0.1437386584
256	0.1436280462
257	0.1436009314
258	0.143512473
259	0.1434727646
260	0.1433800272
261	0.1432073169
262	0.1431206493
263	0.1430628933
264	0.1430322674
265	0.1429997251
266	0.1429088269
267	0.1428809794
268	0.1428499075
269	0.1428180758
270	0.1427039907
271	0.1425363648
272	0.142508588
273	0.1424315743
274	0.1423636481
275	0.142334402
276	0.1422017061
277	0.1421191165
278	0.1420561509
279	0.1420262198
280	0.1419611042
281	0.1418985867
282	0.1418335333
283	0.1417638177
284	0.1416841685
285	0.1416150677
286	0.1414407139
287	0.1414155673
288	0.141391616
289	0.1413498593
290	0.1413243539
291	0.1412782163
292	0.1411754225
293	0.1411191307
294	0.1410461163
295	0.1410056275
296	0.140931745
297	0.1408153648
298	0.1407952653
299	0.1407642341
300	0.1407392326
301	0.1406855433
302	0.1406273629
303	0.1405592194
304	0.140458927
305	0.1404137859
306	0.1403585398
307	0.1402876855
308	0.1401871495
309	0.1401061577
310	0.1400046862
311	0.1399327969
312	0.1398495923
313	0.1398152637
314	0.13975919
315	0.1396742439
316	0.1396544815
317	0.1395756293
318	0.1394808844
319	0.1394543725
320	0.1392723792
321	0.1391849802
322	0.1390843667
323	0.1389454666
324	0.1388713967
325	0.1388402996
326	0.1387537612
327	0.1387073883
328	0.138655887
329	0.1384947002
330	0.1384436341
331	0.1384079214
332	0.1383739033
333	0.1383404069
334	0.1381651625
335	0.138039749
336	0.1379875064
337	0.1378934204
338	0.1378488976
339	0.1377775432
340	0.1377293938
341	0.1376622862
342	0.1376416767
343	0.1376292729
344	0.1376136316
345	0.1375333391
346	0.1374666169
347	0.1374092324
348	0.1373594922
349	0.1373169278
350	0.1372136615
351	0.1371680361
352	0.1371408971
353	0.1371223077
354	0.1370827451
355	0.1369460785
356	0.1368265062
357	0.136812214
358	0.1367739105
359	0.1367143855
360	0.1366817701
361	0.1365944648
362	0.1365262167
363	0.1365037402
364	0.1363971788
365	0.1363685825
366	0.1363378495
367	0.1362915974
368	0.1362146667
369	0.1361957906
370	0.1361767342
371	0.1361561384
372	0.1361241383
373	0.1360731755
374	0.1360222241
375	0.1359835925
376	0.1359157622
377	0.1358829851
378	0.1358497122
379	0.1358365425
380	0.1358040693
381	0.1357309416
382	0.1356896663
383	0.1356671815
384	0.1356332582
385	0.135563036
386	0.1355266376
387	0.1355068302
388	0.1354987539
389	0.1354652332
390	0.1354047737
391	0.1352971253
392	0.1352804716
393	0.1352624918
394	0.13522273
395	0.1351930162
396	0.1351681297
397	0.1351343882
398	0.1351056954
399	0.1350930235
400	0.1350285803
401	0.1349637499
402	0.1349160564
403	0.1349075388
404	0.1348182752
405	0.1347848466
406	0.1347414259
407	0.1347213759
408	0.1346826177
409	0.1346642684
410	0.1346365613
411	0.1346000636
412	0.1345881339
413	0.1343843996
414	0.1343305148
415	0.134294108
416	0.1342824966
417	0.1342511693
418	0.1342275487
419	0.1342002391
420	0.1341433971
421	0.1340228627
422	0.1339781127
423	0.133966934
424	0.1338934811
425	0.1338826323
426	0.133794174
427	0.1337701193
428	0.1337580628
429	0.1337228872
430	0.1336877461
431	0.1336617369
432	0.1336129685
433	0.1335533053
434	0.1334881206
435	0.1334255505
436	0.1333986164
437	0.1333762427
438	0.1333263085
439	0.1333167782
440	0.1332400305
441	0.1331839294
442	0.1331683239
443	0.13315078
444	0.1331414219
445	0.1331122866
446	0.1330793061
447	0.1330259267
448	0.1329994637
449	0.1329257126
450	0.1328149249
451	0.1325982983
452	0.1325543467
453	0.1324195341
454	0.1323751804
455	0.1323361158
456	0.1323100342
457	0.1322860261
458	0.1322510768
459	0.1322293379
460	0.1321598389
461	0.1321206715
462	0.1320950939
463	0.1320500884
464	0.131992695
465	0.1319445639
466	0.1319064793
467	0.1318896759
468	0.1318058568
469	0.1317854883
470	0.1317647472
471	0.1317453233
472	0.1317367134
473	0.131720004
474	0.1317108105
475	0.1316606995
476	0.1315334097
477	0.131514664
478	0.1314994901
479	0.1314631656
480	0.1314323539
481	0.1314154719
482	0.1311994542
483	0.1311705383
484	0.1311410489
485	0.1310303438
486	0.1310190327
487	0.1310019857
488	0.1309918618
489	0.130979133
490	0.1309641015
491	0.130852143
492	0.1308059511
493	0.1307799492
494	0.1307660981
495	0.1307528517
496	0.1307427085
497	0.1307212122
498	0.1307093675
499	0.1306746228
500	0.1306487008
501	0.130639876
502	0.1305517998
503	0.1305153507
504	0.1305013201
505	0.1304867005
506	0.1304498179
507	0.130351643
508	0.1303305654
509	0.1303222008
510	0.1302687425
511	0.1302427335
512	0.1302122933
513	0.1302018769
514	0.1301820716
515	0.1301699846
516	0.1301557938
517	0.1301283553
518	0.1301016895
519	0.1300569566
520	0.1300451191
521	0.130025207
522	0.1299922261
523	0.1298957118
524	0.1298490245
525	0.1298420247
526	0.1298235296
527	0.1297904175
528	0.1297668001
529	0.1296883512
530	0.1296525027
531	0.1296271647
532	0.1296174229
533	0.1295885923
534	0.1295798809
535	0.1295512446
536	0.1295357808
537	0.1295240056
538	0.1295080555
539	0.1294933273
540	0.1294791842
541	0.1294485009
542	0.1294312378
543	0.1294164609
544	0.1293466522
545	0.1293104754
546	0.1293001651
547	0.1291356269
548	0.1291273912
549	0.1291064379
550	0.1290644909
551	0.1290283711
552	0.1289871112
553	0.1289444774
554	0.128895252
555	0.128828127
556	0.1287978748
557	0.128757076
558	0.1286593882
559	0.1285082057
560	0.1284753719
561	0.1284682793
562	0.1284362291
563	0.1284278766
564	0.1284011111
565	0.1283942434
566	0.1283786055
567	0.1283551966
568	0.1283480356
569	0.1283327835
570	0.1283015873
571	0.1282934911
572	0.128284212
573	0.128194459
574	0.1281817456
575	0.128173936
576	0.1281492047
577	0.1281263768
578	0.1281183579
579	0.1280806574
580	0.1279999213
581	0.1279772893
582	0.1279546577
583	0.1279286404
584	0.1279099747
585	0.1278914814
586	0.1278799404
587	0.1278650146
588	0.1278349617
589	0.1278155012
590	0.1277888575
591	0.1277380422
592	0.1277280422
593	0.1277176867
594	0.1277109492
595	0.1276895464
596	0.1276575589
597	0.1276315798
598	0.1276080626
599	0.1275291614
600	0.127513224
601	0.1274962356
602	0.1274903253
603	0.127453977
604	0.1274291591
605	0.1274081048
606	0.1273967313
607	0.1273225431
608	0.1272969837
609	0.1272752596
610	0.1272014363
611	0.1271892691
612	0.1271582902
613	0.1271508283
614	0.1271142008
615	0.1270722871
616	0.1270525119
617	0.1270408624
618	0.1270336851
619	0.1270274765
620	0.1270005688
621	0.1269832718
622	0.1269593534
623	0.1269280725
624	0.1268939574
625	0.126851204
626	0.1268367594
627	0.1268153852
628	0.1267894781
629	0.1267817055
630	0.1267443717
631	0.1267324902
632	0.1267137479
633	0.1266830326
634	0.126615454
635	0.1265775639
636	0.1265439303
637	0.126503922
638	0.1264978802
639	0.1264721406
640	0.1264422285
641	0.126409174
642	0.1263752397
643	0.1263476245
644	0.1263397242
645	0.1263265158
646	0.1262966858
647	0.1262741849
648	0.1262411507
649	0.1262187943
650	0.1261990875
651	0.1261700308
652	0.1261355381
653	0.12613017
654	0.1260345006
655	0.1260283226
656	0.1260127017
657	0.1259990985
658	0.1259926203
659	0.125971192
660	0.1259515706
661	0.125915402
662	0.1258860185
663	0.1258805247
664	0.1258618694
665	0.1258330223
666	0.125804847
667	0.125794676
668	0.1257684502
669	0.1257610041
670	0.1257448026
671	0.1257347605
672	0.1257284574
673	0.1256986167
674	0.1256849239
675	0.1256355649
676	0.1256263441
677	0.1255508683
678	0.125531619
679	0.125491635
680	0.125462215
681	0.1254406369
682	0.1254343122
683	0.1254279461
684	0.1254201444
685	0.1254146595
686	0.1254095012
687	0.1253893902
688	0.1253726905
689	0.1253493973
690	0.1253150633
691	0.1252993422
692	0.1252864713
693	0.1252585609
694	0.1252375512
695	0.1252130019
696	0.125200604
697	0.1251790752
698	0.1251703982
699	0.1251661535
700	0.1251613657
701	0.125117749
702	0.1251033967
703	0.1250866854
704	0.1250557281
705	0.1249914371
706	0.1249573776
707	0.1249520171
708	0.1249436819
709	0.124932388
710	0.1248762519
711	0.1248587454
712	0.1248309978
713	0.1248255354
714	0.1248191843
715	0.1247521774
716	0.1246959338
717	0.1246805126
718	0.1246598824
719	0.1245704552
720	0.1245653955
721	0.1245439444
722	0.1245165957
723	0.1243600074
724	0.1243346972
725	0.1243217638
726	0.1243066186
727	0.1242932942
728	0.1242733208
729	0.1242490964
730	0.1242374872
731	0.1242241516
732	0.1241979296
733	0.1241893589
734	0.124139383
735	0.1241265445
736	0.1240921262
737	0.1240672838
738	0.1240458482
739	0.1240208401
740	0.1240139051
741	0.1239928571
742	0.1239642042
743	0.1239461523
744	0.123932638
745	0.1239044209
746	0.1238894687
747	0.1238788178
748	0.1238545137
749	0.1238272826
750	0.1238228024
751	0.1238027379
752	0.1237870175
753	0.1237621437
754	0.123742123
755	0.1237273523
756	0.123715228
757	0.1236887216
758	0.1236727411
759	0.1236511706
760	0.1236343033
761	0.1236183851
762	0.1236054562
763	0.1235901919
764	0.1235689693
765	0.1235607346
766	0.1235558305
767	0.1235492383
768	0.1235325135
769	0.1235205685
770	0.1235074876
771	0.1234945499
772	0.1234798473
773	0.1233903332
774	0.1233755913
775	0.1233654074
776	0.1233570047
777	0.1233518744
778	0.1233336378
779	0.123315803
780	0.1233049499
781	0.1231293988
782	0.1231131622
783	0.1231044936
784	0.12309656
785	0.1230808281
786	0.1230677214
787	0.1230468069
788	0.1230387728
789	0.1230309692
790	0.12296738
791	0.1229470215
792	0.1229271195
793	0.1229144597
794	0.1228648424
795	0.1228505024
796	0.1228135698
797	0.1226818434
798	0.1226667472
799	0.1226437348
800	0.1226279854
801	0.1225675996
802	0.122558706
803	0.1225536474
804	0.1225441821
805	0.1225394752
806	0.122533513
807	0.1225139718
808	0.1224996173
809	0.1224962554
810	0.1224792429
811	0.1224686057
812	0.1224511982
813	0.1224067431
814	0.1223874972
815	0.1223727638
816	0.122368927
817	0.1223210483
818	0.1223121452
819	0.1222976178
820	0.122292401
821	0.1222868839
822	0.1222832966
823	0.1222627947
824	0.1222575406
825	0.1222324803
826	0.1222268275
827	0.1222176893
828	0.1222011711
829	0.1221931847
830	0.1221880939
831	0.1221772469
832	0.1219816363
833	0.1219682326
834	0.1219569251
835	0.1219468854
836	0.1219415963
837	0.121727957
838	0.12171713
839	0.121699937
840	0.1216825363
841	0.1214549018
842	0.121447142
843	0.121441469
844	0.1214357069
845	0.1214202901
846	0.1214142746
847	0.1213987506
848	0.1213862194
849	0.1213814349
850	0.1213721146
851	0.1213637599
852	0.1213503138
853	0.1213420828
854	0.1213341427
855	0.1211693883
856	0.121153948
857	0.1211189964
858	0.121112153
859	0.1210857695
860	0.1210743614
861	0.1210563788
862	0.1210395116
863	0.1210293888
864	0.1210229485
865	0.1210183538
866	0.1209694952
867	0.12096071
868	0.1209475218
869	0.1209306844
870	0.1209210203
871	0.120915305
872	0.1209021891
873	0.1208955845
874	0.1208834943
875	0.1208778521
876	0.1208639773
877	0.1208605843
878	0.1208528666
879	0.1208476538
880	0.1208315228
881	0.120825047
882	0.1208218876
883	0.1206502648
884	0.1206360497
885	0.1205871767
886	0.1205727553
887	0.1205609662
888	0.1205548803
889	0.1205096609
890	0.1203897
891	0.1203758396
892	0.1203700669
893	0.1202852293
894	0.1201907067
895	0.1201792798
896	0.1200684992
897	0.1200639294
898	0.1200492743
899	0.12002851
900	0.1200165395
901	0.1200085952
902	0.1200005481
903	0.1199861621
904	0.1199794918
905	0.1199745607
906	0.1199589271
907	0.1199539187
908	0.1199102153
909	0.1198962712
910	0.1198880883
911	0.1198764209
912	0.1198719215
913	0.1198608614
914	0.1198568284
915	0.1198443337
916	0.1198415746
917	0.1196586644
918	0.1196494458
919	0.1196434542
920	0.1195011585
921	0.1194931589
922	0.1194701148
923	0.1194666585
924	0.1194579683
925	0.1194371531
926	0.1194327435
927	0.1194266044
928	0.1194085373
929	0.1193967896
930	0.119387519
931	0.1193402503
932	0.1193247628
933	0.119316615
934	0.1193104105
935	0.1193046267
936	0.1193009509
937	0.1192936097
938	0.1192763793
939	0.119259764
940	0.1192536287
941	0.1192430799
942	0.1192365871
943	0.1192323034
944	0.1190455454
945	0.119039056
946	0.1190240831
947	0.1189455978
948	0.1189352209
949	0.1189168924
950	0.118903208
951	0.1188964416
952	0.1188902986
953	0.118881597
954	0.1186856536
955	0.1186785165
956	0.1186658978
957	0.1186614061
958	0.1186253449
959	0.1185491126
960	0.1185436782
961	0.1185376941
962	0.1185278961
963	0.1185240719
964	0.1185160287
965	0.1185033812
966	0.1184994303
967	0.1184677504
968	0.1183208792
969	0.1183123525
970	0.1183079877
971	0.1183012084
972	0.1182948208
973	0.1182832462
974	0.1181174606
975	0.1181123552
976	0.1181026256
977	0.1180912187
978	0.1179176761
979	0.1179135791
980	0.1179040169
981	0.1179004544
982	0.1177174269
983	0.1176171385
984	0.1175867681
985	0.1175786388
986	0.1175722825
987	0.1175657797
988	0.1175555152
989	0.1174767359
990	0.1174732493
991	0.1174040944
992	0.1173855231
993	0.117379383
994	0.1173548974
995	0.1173171053
996	0.117312711
997	0.1172611805
998	0.1172583825
999	0.117252477
1000	0.1172398865
1001	0.1172360168
1002	0.1171020246
1003	0.1170778482
1004	0.1170728534
1005	0.1170676412
1006	0.1170546133
1007	0.11705007
1008	0.1170455945
1009	0.1170397637
1010	0.1170344333
1011	0.1170279696
1012	0.1169795537
1013	0.1169615187
1014	0.1169484184
1015	0.1169355829
1016	0.1168912648
1017	0.1167078493
1018	0.1166935598
1019	0.1166904775
1020	0.1166663638
1021	0.1166580544
1022	0.1166166307
1023	0.1166098109
1024	0.1166008617
1025	0.1165559223
1026	0.1165369601
1027	0.1165167161
1028	0.1164483049
1029	0.1164322239
1030	0.1164219066
1031	0.1164127688
1032	0.1164055562
1033	0.1163909935
1034	0.1163713634
1035	0.1162275998
1036	0.1162212281
1037	0.1162157472
1038	0.1162002187
1039	0.1161949693
1040	0.1161916742
1041	0.1161061222
1042	0.1159291472
1043	0.1159232796
1044	0.1159151109
1045	0.115888023
1046	0.1157709719
1047	0.1157594964
1048	0.1157511895
1049	0.1157449375
1050	0.1157387371
1051	0.1157239777
1052	0.1157186369
1053	0.1157136252
1054	0.1157042722
1055	0.1157003604
1056	0.1156894626
1057	0.1155684855
1058	0.1155635886
1059	0.1155594826
1060	0.1155523084
1061	0.1155276761
1062	0.1155132685
1063	0.1154992507
1064	0.1154488164
1065	0.115434994
1066	0.1154261851
1067	0.1154066205
1068	0.1152575037
1069	0.1151951724
1070	0.1150275922
1071	0.1148757972
1072	0.1148717837
1073	0.11486505
1074	0.1148535325
1075	0.1147922235
1076	0.1147823867
1077	0.1147680643
1078	0.1147639753
1079	0.1145936776
1080	0.1145852449
1081	0.1145766451
1082	0.1145689231
1083	0.1145637867
1084	0.1144568664
1085	0.1143070568
1086	0.1142951486
1087	0.1142781798
1088	0.1142668128
1089	0.1142521168
1090	0.1142417955
1091	0.1140977526
1092	0.1140589601
1093	0.1140460137
1094	0.1140320316
1095	0.1139698453
1096	0.1138675926
1097	0.1138547662
1098	0.1138479081
1099	0.1137529318
1100	0.1137379287
1101	0.1137263364
1102	0.113633249
1103	0.1136254599
1104	0.1136215671
1105	0.1136093486
1106	0.1135999872
1107	0.1135944776
1108	0.1135746704
1109	0.1135568806
1110	0.1134452373
1111	0.1132923543
1112	0.1132862355
1113	0.1132714334
1114	0.1131224704
1115	0.1131189323
1116	0.1130984988
1117	0.1130818845
1118	0.1129962542
1119	0.1128593895
1120	0.1128536088
1121	0.1128497896
1122	0.1128424738
1123	0.1128333685
1124	0.1128241583
1125	0.1127583159
1126	0.1127482315
1127	0.1127386292
1128	0.1127358306
1129	0.1127264647
1130	0.1125796393
1131	0.1125688435
1132	0.1125578262
1133	0.1125502786
1134	0.1125417578
1135	0.1125313081
1136	0.1125124226
1137	0.1125089273
1138	0.1125032242
1139	0.1124980777
1140	0.1124953608
1141	0.1124365548
1142	0.1124276277
1143	0.1124157039
1144	0.1124059632
1145	0.1124019397
1146	0.1123761178
1147	0.1123635746
1148	0.1123549419
1149	0.1123500916
1150	0.1123369409
1151	0.1123334953
1152	0.1123268777
1153	0.1121935361
1154	0.1121380579
1155	0.112134032
1156	0.1121252775
1157	0.1121226429
1158	0.1121120093
1159	0.1121024081
1160	0.1119890157
1161	0.1119801769
1162	0.1119763328
1163	0.1119732468
1164	0.1119703633
1165	0.1119037235
1166	0.1118999715
1167	0.1118971127
1168	0.1118863588
1169	0.1118767436
1170	0.1118521986
1171	0.1117466014
1172	0.1117364893
1173	0.1117331606
1174	0.1117239801
1175	0.1117210819
1176	0.1117184947
1177	0.1117071354
1178	0.1116913187
1179	0.111682833
1180	0.1116303954
1181	0.1116252267
1182	0.1116092609
1183	0.1116049048
1184	0.1115981413
1185	0.1115873199
1186	0.1115690435
1187	0.1115655383
1188	0.1115616494
1189	0.1115556198
1190	0.1114641731
1191	0.1114614044
1192	0.1114581251
1193	0.1114457867
1194	0.1114391187
1195	0.1114359328
1196	0.1114102598
1197	0.1114062055
1198	0.1113912659
1199	0.111384766
1200	0.1113771499
1201	0.1113724564
1202	0.1113653726
1203	0.1113527867
1204	0.1112435103
1205	0.1112228261
1206	0.1110748271
1207	0.1110652844
1208	0.1110532852
1209	0.1110421923
1210	0.111031396
1211	0.1110204926
1212	0.1110170051
1213	0.1110078825
1214	0.1110032016
1215	0.1109903751
1216	0.1109189762
1217	0.110914988
1218	0.1107362932
1219	0.110730987
1220	0.1107264794
1221	0.1107122975
1222	0.1107078009
1223	0.1106918006
1224	0.1106745698
1225	0.1106707197
1226	0.110667259
1227	0.1106610813
1228	0.1106519738
1229	0.1106439564
1230	0.1106289975
1231	0.1106228577
1232	0.1105317579
1233	0.1105202142
1234	0.1105104488
1235	0.1105060997
1236	0.1105024455
1237	0.1104919972
1238	0.110482829
1239	0.1104726338
1240	0.1103722446
1241	0.1103582645
1242	0.1103552469
1243	0.1103473349
1244	0.110295082
1245	0.1102115754
1246	0.1102066151
1247	0.1102016224
1248	0.1101954629
1249	0.1101600794
1250	0.1101564984
1251	0.1101485601
1252	0.1101418277
1253	0.1101275537
1254	0.1101230633
1255	0.1101178251
1256	0.110108573
1257	0.1101058798
1258	0.1100590985
1259	0.1100544015
1260	0.1100458662
1261	0.1100372852
1262	0.1100319742
1263	0.1100193671
1264	0.109997114
1265	0.1099859573
1266	0.1099766978
1267	0.1099661476
1268	0.1099642928
1269	0.1099535746
1270	0.109851841
1271	0.1098434048
1272	0.1098409491
1273	0.1098264715
1274	0.1098192741
1275	0.1098093985
1276	0.1098027033
1277	0.109798404
1278	0.1097926819
1279	0.1097335279
1280	0.1097166808
1281	0.1097118339
1282	0.1097034166
1283	0.1096954503
1284	0.1096890939
1285	0.1096843499
1286	0.1096802787
1287	0.1096691636
1288	0.109664871
1289	0.1096588347
1290	0.1096491245
1291	0.1096460482
1292	0.1096364922
1293	0.1096293338
1294	0.1096261457
1295	0.109622198
1296	0.1096165323
1297	0.1096064461
1298	0.1095984914
1299	0.109595614
1300	0.1095852053
1301	0.1095614663
1302	0.1095577328
1303	0.109478341
1304	0.1094133906
1305	0.1094114512
1306	0.109401366
1307	0.1093906071
1308	0.1093868462
1309	0.1093730687
1310	0.1093662981
1311	0.1093579208
1312	0.1093550968
1313	0.1093489482
1314	0.109338698
1315	0.1092684317
1316	0.1092539231
1317	0.1092449468
1318	0.1092387768
1319	0.1092368037
1320	0.1091418252
1321	0.1091392959
1322	0.1090606661
1323	0.1090555469
1324	0.1090493289
1325	0.1090400835
1326	0.1090338579
1327	0.1090213087
1328	0.1090113547
1329	0.1090030601
1330	0.1089835487
1331	0.1089769084
1332	0.1089741176
1333	0.108964
1334	0.1089599366
1335	0.1089438553
1336	0.1089225771
1337	0.1089020694
1338	0.1088912045
1339	0.1088891465
1340	0.1088838823
1341	0.1088791824
1342	0.1088757354
1343	0.1088730883
1344	0.1088702058
1345	0.1088576919
1346	0.1088472228
1347	0.108832196
1348	0.1088235305
1349	0.1088143646
1350	0.1088056067
1351	0.108799602
1352	0.1087922979
1353	0.1087886933
1354	0.108710975
1355	0.1087088719
1356	0.108700655
1357	0.1086945605
1358	0.1086906308
1359	0.1086815827
1360	0.1086779522
1361	0.1086684922
1362	0.10866303
1363	0.1086593836
1364	0.1086566009
1365	0.108652412
1366	0.1086463145
1367	0.1086358866
1368	0.1085444514
1369	0.1085424219
1370	0.1085391524
1371	0.1085310111
1372	0.1085229266
1373	0.1085179586
1374	0.1085134629
1375	0.1085052947
1376	0.1085014538
1377	0.1084980358
1378	0.1084885713
1379	0.108481841
1380	0.1084746356
1381	0.1084706649
1382	0.1084566213
1383	0.1084539985
1384	0.1083696019
1385	0.1083622791
1386	0.1083599658
1387	0.1083553716
1388	0.1083505779
1389	0.1083458819
1390	0.1083416487
1391	0.1083350052
1392	0.1083264275
1393	0.1083220095
1394	0.1082172407
1395	0.1082092981
1396	0.10820168
1397	0.1081964325
1398	0.1081894673
1399	0.1081861996
1400	0.10818243
1401	0.1081773838
1402	0.1081712104
1403	0.1080992387
1404	0.1080180135
1405	0.1080076874
1406	0.107997035
1407	0.1079923334
1408	0.1079184249
1409	0.1079103599
1410	0.1079045609
1411	0.1079012181
1412	0.1078892932
1413	0.1078821636
1414	0.1078794285
1415	0.1078634643
1416	0.1078609175
1417	0.1078496282
1418	0.1078425597
1419	0.1078315679
1420	0.1078234479
1421	0.1077993817
1422	0.1077934781
1423	0.1077887889
1424	0.1077847708
1425	0.1077551337
1426	0.107748244
1427	0.1077423716
1428	0.1077294835
1429	0.107726673
1430	0.1077211403
1431	0.1076314513
1432	0.107624294
1433	0.1076110192
1434	0.1076088796
1435	0.1076041739
1436	0.107601231
1437	0.107597779
1438	0.1075844136
1439	0.1075698411
1440	0.1075647782
1441	0.1075555241
1442	0.1074088075
1443	0.1074059842
1444	0.1073981583
1445	0.1073855152
1446	0.1073815809
1447	0.1073443158
1448	0.1073399321
1449	0.1073324813
1450	0.1073260325
1451	0.1073225828
1452	0.107314323
1453	0.1073077875
1454	0.1073018594
1455	0.1072986915
1456	0.1072902554
1457	0.107284901
1458	0.1072771122
1459	0.1072694883
1460	0.107266141
1461	0.1072592493
1462	0.1071480731
1463	0.107138338
1464	0.1070583225
1465	0.1070504536
1466	0.1070443132
1467	0.1070413056
1468	0.1070369961
1469	0.1070324408
1470	0.1070194532
1471	0.1070178654
1472	0.1070148014
1473	0.1070066105
1474	0.1070027026
1475	0.1069970566
1476	0.1069934506
1477	0.1069293794
1478	0.1069251964
1479	0.106919219
1480	0.1069132398
1481	0.1069040735
1482	0.1068950817
1483	0.1068868289
1484	0.1068807444
1485	0.1068711004
1486	0.1068621366
1487	0.1068527337
1488	0.1067632608
1489	0.10675941
1490	0.1067431667
1491	0.1067385194
1492	0.1067100529
1493	0.1067057215
1494	0.1067038387
1495	0.1066984869
1496	0.1066922345
1497	0.1066872007
1498	0.106678606
1499	0.1066739612
1500	0.1066721008
1501	0.1065202857
1502	0.1065097269
1503	0.1064992148
1504	0.1064966239
1505	0.1064914135
1506	0.1064837247
1507	0.1064795018
1508	0.1064764978
1509	0.106422894
1510	0.1064184721
1511	0.1064114762
1512	0.1064075909
